Sample Time (msec),M1 voltage (V),M1 position (rot),M1 ref position (rot),M1 speed (rpm),M1 ref speed (rpm),M1 current (A),M1 power (W),M2 voltage (V),M2 position (rot),M2 ref position (rot),M2 speed (rpm),M2 ref speed (rpm),M2 current (A),M2 power (W)
1.0,0.0,0.0,0.0,0.0,0.0,-0.004000000000814907,0.0,0.0,0.0,0.0,0.0,0.0,0.004000000000814907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,-0.03800000000046566,0.0,0.0,0.0,0.0,0.0,0.0,0.004000000000814907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,-0.02200000000084401,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319999999992433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,-0.02200000000084401,0.0,0.0020000000004074536,0.0,0.0,0.0,0.0,-0.0020000000004074536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0020000000004074536,0.0,0.0,0.0,0.0,-0.013999999999214197,0.0,0.0020000000004074536,0.0,0.0,0.0,0.0,-0.008000000001629815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0020000000004074536,0.0,0.0,0.0,0.0,-0.018000000000029104,0.0,0.004000000000814907,0.0,0.0,0.0,0.0,-0.024000000001251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0020000000004074536,0.0,0.0,0.0,0.0,-0.029999999998835847,0.0,0.006000000001222361,0.0,0.0,0.0,0.0,-0.01599999999962165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.004000000000814907,0.0,0.0,0.0,0.0,-0.04200000000128057,0.0,0.008000000001629815,0.0,0.0,0.0,0.0,-0.008000000001629815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.006000000001222361,0.0,0.0,0.0,0.0,-0.024000000001251465,0.0,0.011999999998806743,0.0,0.0,0.0,0.0,0.00999999999839929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.008000000001629815,0.0,0.0,0.0,0.0,-0.02600000000165892,0.0,0.01599999999962165,0.0,0.0,0.0,0.0,-0.008000000001629815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.00999999999839929,0.0,0.0,0.0,0.0,-0.00999999999839929,0.0,0.02200000000084401,0.0,0.0,0.0,0.0,0.02200000000084401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.011999999998806743,0.0,0.0,0.0,0.0,-0.05800000000090222,0.0,0.027999999998428393,0.0,0.0,0.0,0.0,0.01599999999962165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.01599999999962165,0.0,0.0,0.0,0.0,0.11999999999898137,0.0,0.03600000000005821,0.0,0.0,0.0,0.0,0.11600000000180444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.020000000000436557,0.0,0.0,0.0,0.0,-0.00999999999839929,0.0,0.04400000000168802,0.0,0.0,0.0,0.0,-0.011999999998806743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.02600000000165892,0.0,0.0,0.0,0.0,-0.05400000000008731,0.0,0.05400000000008731,0.0,0.0,0.0,0.0,-0.02600000000165892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.029999999998835847,0.0,0.0,0.0,0.0,-0.09800000000177533,0.0,0.0639999999984866,0.0,0.0,0.0,0.0,-0.06000000000130967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.03600000000005821,0.0,0.0,0.0,0.0,-0.07600000000093132,0.0,0.07800000000133878,0.0,0.0,0.0,0.0,-0.07800000000133878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.04200000000128057,0.0,0.0,0.0,0.0,0.027999999998428393,0.0,0.09400000000096043,0.0,0.0,0.0,0.0,-0.00999999999839929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
